,x,lp,Nr,Ulica,Obiekt,NrZabytków,Dlugosc,Szerokosc,,,
,1,"Grodzisko/ 3 MAJA, Dąbrowskiego",14,"Umocnienia Grodziska wraz z elementami strukturalnymi (majdan fortu Grodzisko, Bastion Jerozolimski, Wysokie Czolo Kurkowe, Wysokie Skrzydło Kurkowe,. Niskie Czolo Kurkowe, Luneta Senarmomt""a, Zbrojownia",474,,,,, 
,4375,PODMIEJSKA,11 A,dom,,,,,,
,4376,PODMIEJSKA,11 B,budynek gospodarczy,,,,,,
,4377,PODMIEJSKA,11 C,oficyna,,,,,,
,4378,PODMIEJSKA,12,dom,,,,,,
,4379,PODMIEJSKA,13,dom,,,,,,
,4380,PODMIEJSKA,14,dom,,,,,,
,4381,PODMIEJSKA,16,dom,,,,,,
,4382,PODMIEJSKA,17,dom,,,,,,
,4383,PODMIEJSKA,17 A,oficyna,,,,,,
,4384,PODMIEJSKA,18,dom,,,,,,
,4385,PODMIEJSKA,19,dom,,,,,,
,4386,PODMIEJSKA,20 A,dom,,,,,,
,4387,PODMŁYŃSKA,10/11,zespół domów karmelitów oraz brama z ogrodzeniem,774,,,,,
,4388,PODMURZE,2 k.,budynek gospodarczy,,,,,,
,4389,PODMURZE,2,mur,,,,,,
,4390,PODSTOCZNA,2,dom,,,,,,
,4391,PODSTOCZNA,3,dom,,,,,,
,4392,PODSTOCZNA,4,dom,,,,,,
,4393,PODSTOCZNA,5 k.,d. zbiornik gazowy,,,,,,
,4394,PODSTOCZNA,10,dom,,,,,,
,4395,PODSTOCZNA,11,dom,,,,,,
,4396,PODWALE GRODZKIE,1,"Zespół Dworca Głównego ( budynek główny, budynek kas kolei elektrycznych, przychodnia lekarska i hotel, poczta, magazyny, budynki socjalne)",963,,,,,
,4397,PODWALE STAROMIEJSKIE,81,kamienica,,,,,,
,4398,PODWALE STAROMIEJSKIE,82,kamienica,,,,,,
,4399,PODWALE STAROMIEJSKIE,96-97,kamienica,,,,,,
,4400,POGODNA,10,dom,,,,,,
,4401,POLA Wincentego,2,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4402,POLA Wincentego,3,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4403,POLA Wincentego,4,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4404,POLA Wincentego,5,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4405,POLA Wincentego,6,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4406,POLA Wincentego,7,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4407,POLA Wincentego,8,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4408,POLA Wincentego,9,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4409,POLA Wincentego,10,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4410,POLA Wincentego,13,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4411,POLA Wincentego,14,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4412,POLA Wincentego,15,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4413,POLA Wincentego,16,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,4414,POLANKI,002,dom,,,,,,
,4415,POLANKI,007 A,dom,,,,,,
,4416,POLANKI,011,dom,,,,,,
,4417,POLANKI,014,dom,,,,,,
,4418,POLANKI,015,dom,,,,,,
,4419,POLANKI,016,dom,,,,,,
,4420,POLANKI,19,willa,,,,,,
,4421,POLANKI,20,dom z ogrodzeniem,,,,,,
,4422,POLANKI,21,dom,,,,,,
,4423,POLANKI,22,dom,,,,,,
,4424,POLANKI,23,dom,,,,,,
,4425,POLANKI,24,dom,,,,,,
,4426,POLANKI,25,dom,,,,,,
,4427,POLANKI,26,dom,,,,,,
,4428,POLANKI,28,dom,,,,,,
,4429,POLANKI,29,dom,,,,,,
,4430,POLANKI,32,dom,,,,,,
,4431,POLANKI,036,dom,,,,,,
,4432,POLANKI,036 A,budynek gospodarczy,,,,,,
,4433,POLANKI,037,dom,,,,,,
,4434,POLANKI,37A,oficyna,,,,,,
,4435,POLANKI,049,dom,,,,,,
,4436,POLANKI,051,dom,,,,,,
,4437,POLANKI,054,dom,,,,,,
,4438,POLANKI,056,dom,,,,,,
,4439,POLANKI,057,dom,,,,,,
,4440,POLANKI,058,"dom d. gospoda, hotel",,,,,,
,4441,POLANKI,59,dom,,,,,,
,4442,POLANKI,60,dom,,,,,,
,4443,POLANKI,61,dom,,,,,,
,4444,POLANKI,62,dom,,,,,,
,4445,POLANKI,68,dom,,,,,,
,4446,POLANKI,69,dom,,,,,,
,4447,POLANKI,70,dom,,,,,,
,4448,POLANKI,71,dom,,,,,,
,4449,POLANKI,73A,dom,,,,,,
,4450,POLANKI,73B,dom,,,,,,
,4451,POLANKI,117,"zespół dworsko-parkowy: dwór V, budynek pn.  I pd.,park, ob.. Szpital Marynarki Wojennej ",715,,,,,
,4452,POLANKI,119,dwór IV ,491,,,,,
,4453,POLANKI,119,d. urzadzenia wodne,,,,,,
,4454,POLANKI,119,piwniczka II,,,,,,
,4455,POLANKI,119,piwniczka II,,,,,,
,4456,POLANKI,119,pawilon parkowy,,,,,,
,4457,POLANKI,119,taras sloneczny - loggia,,,,,,
,4458,POLANKI,119,portiernia,,,,,,
,4459,POLANKI,119,dom mieszkalny obsługi,,,,,,
,4460,POLANKI,119,budynek sanatoryjny II,,,,,,
,4461,POLANKI,119,budynek sanatoryjny I,,,,,,
,4462,POLANKI,121 B,dom,,,,,,
,4463,POLANKI,122,dwór III  (Schopenhauerów) ,16,,,,,
,4464,POLANKI,,ogród z grotą widokową,16,,,,,
,4465,POLANKI,,"dom , budynek boczny",,,,,,
,4466,POLANKI,124 ,"zespół dworu II (Quellbrunn): dwór II, oficyna pn.-wsch. i oficyna pn.-zach., 2 budynki gospodarcze,  kaplica cmentarna, park",757,,,,,
,4467,POLANKI,125,dwór I (Monbrillant),17,,,,,
,4468,POLANKI,125,ogród z pawilonem ogrodowym,17,,,,,
,4469,POLANKI,125,oficyna,,,,,,
,4470,POLANKI,126 A,dom,,,,,,
,4471,POLANKI,126 B,dom,,,,,,
,4472,POLANKI,127,dom,,,,,,
,4473,POLANKI,128,dom,,,,,,
,4474,POLANKI,129,dom,,,,,,
,4475,POLANKI,130,LO nr V,,,,,,
,4476,POLANKI,130,budynek gospodarczy LO,,,,,,
,4477,POLANKI,131,d. ewangelicki dom parafialny ob.. Zakon cystersów,,,,,,
,4478,POLANKI,132,dom,,,,,,
,4479,POLANKI,132 A,dom,,,,,,
,4480,POLANKI,133,dom,,,,,,
,4481,POLANKI,133 A,dom,,,,,,
,4482,POLANKI,134,dom,,,,,,
,4483,POLANKI,134 A,oficyna,,,,,,
,4484,POLANKI,51,dom,,,,,,
,4485,Polanki,107,dom,,,,,,
,4486,Polanki,108,dom,,,,,,
,4487,POLITECHNICZNA,2A,dom,,,,,,
,4488,POLITECHNICZNA,3,dom,,,,,,
,4489,POLITECHNICZNA,4,dom,,,,,,
,4490,POLITECHNICZNA,9,dom,,,,,,
,4491,POLITECHNICZNA,10,dom,,,,,,
,4492,POLITECHNICZNA,12,dom,,,,,,
,4493,POLITECHNICZNA,13,dom,,,,,,
,4494,POLITECHNICZNA,15,dom,,,,,,
,4495,POLITECHNICZNA,15A,dom,,,,,,
,4496,POLITECHNICZNA,16,dom,,,,,,
,4497,POLITECHNICZNA,16A,oficyna,,,,,,
,4498,POLITECHNICZNA,17,dom,,,,,,
,4499,POLITECHNICZNA,17A,oficyna,,,,,,
,4500,POLNA,1,dom,,,,,,
,4501,POLNA,2,dom,,,,,,
,4502,POLNA,3,dom,,,,,,
,4503,POLNA,4,dom,,,,,,
,4504,POŁUDNIOWA,1,budynek mieszkalny,,,,,,
,4505,POŁUDNIOWA,5,dom,,,,,,
,4506,POMORSKA,b.nr,d. poczekalnia tramwajowa,,,,,,
,4507,POMORSKA,03,dom,,,,,,
,4508,POMORSKA,04,dom,,,,,,
,4509,POMORSKA,06,dom,,,,,,
,4510,POMORSKA,07,dom,,,,,,
,4511,POMORSKA,10,dom,,,,,,
,4512,POMORSKA,11,dom,,,,,,
,4513,POMORSKA,12,dom,,,,,,
,4514,POMORSKA,60,stacja pomp,,,,,,
,4515,POMORSKA,68,"zespół dworsko-parkowy: relikty Dworu Przymorze-piwnice średniowieczne, ",779,,,,,
,4516,POMORSKA,94,d. młyn,,,,,,
,4517,POMORSKA,94,dom w zespole młyna,,,,,,
,4518,POPRZECZNA,2/4,dom,,,,,,
,4519,POTOKOWA,12,dom,,,,,,
,4520,POTOKOWA,15,dom,,,,,,
,4521,POTOKOWA,22,dom,,,,,,
,4522,POWALNA,8,dom,,,,,,
,4523,PODWALE GRODZKIE,,Bastion św. Elzbiety,441,,,,,
,4524,POWALNA,11,dom,,,,,,
,4525,POWROŹNICZA,3,kamienica,772,,,,,
,4526,POWROŹNICZA,10 (10/12),kamienica,,,,,,
,4527,POWROŹNICZA,11 (10/12),kamienica,,,,,,
,4528,POWROŹNICZA,12 (10/12),kamienica,,,,,,
,4529,POWROŹNICZA,13 (13/15),kamienica,,,,,,
,4530,POWROŹNICZA,14 (13/15),kamienica,,,,,,
,4531,POWROŹNICZA,15 (13/15),kamienica,,,,,,
,4532,POWROŹNICZA,16 (16/17),kamienica,,,,,,
,4533,POWROŹNICZA,17 (16/17),kamienica,,,,,,
,4534,POWROŹNICZA,18 (18/20),kamienica,,,,,,
,4535,POWROŹNICZA,19 (18/20,kamienica,,,,,,
,4536,POWROŹNICZA,20 (18/20,kamienica,,,,,,
,4537,POWROŹNICZA,21 (21/22),kamienica,,,,,,
,4538,POWROŹNICZA,22 (21/22),kamienica,,,,,,
,4539,POWSTAŃCÓW WARSZAWSKICH,12/14/16,dom,,,,,,
,4540,POWSTAŃCÓW WARSZAWSKICH,15,dom,,,,,,
,4541,POWSTAŃCÓW WARSZAWSKICH,17,dom,,,,,,
,4542,POWSTAŃCÓW WARSZAWSKICH,18/20/22,dom,,,,,,
,4543,POWSTAŃCÓW WARSZAWSKICH,24/26/28,dom,,,,,,
,4544,POWSTAŃCÓW WARSZAWSKICH,30/32/34,dom,,,,,,
,4545,POWSTAŃCÓW WARSZAWSKICH,36/38/40,dom,,,,,,
,4546,POWSTAŃCÓW WARSZAWSKICH,53,dom,,,,,,
,4547,POWSTAŃCÓW WIELKOPOLSKICH,90,budynek stacji pomp,,,,,,
,4548,POZNAŃSKA,16,dom,,,,,,
,4549,POZNAŃSKA,18,dom,,,,,,
,4550,POZNAŃSKA,20,dom,,,,,,
,4551,POZNAŃSKA,22,dom,,,,,,
,4552,POZNAŃSKA,24,dom,,,,,,
,4553,POZNAŃSKA,26,dom,,,,,,
,4554,POZNAŃSKA,28,dom,,,,,,
,4555,POZNAŃSKA,30,dom,,,,,,
,4556,POZNAŃSKA,32,dom,,,,,,
,4557,POZNAŃSKA,34,dom,,,,,,
,4558,POZNAŃSKA,25,dom,,,,,,
,4559,POZNAŃSKA,15/17,dom,,,,,,
,4560,POZNAŃSKA,19/21,dom,,,,,,
,4561,POZNAŃSKA,23/25,dom,,,,,,
,4562,POZNAŃSKA,27,dom,,,,,,
,4563,POZNAŃSKA,29,dom,,,,,,
,4564,POZNAŃSKA,31,dom,,,,,,
,4565,POZNAŃSKA,33,dom,,,,,,
,4566,PÓŁNOCNA,1,dom,,,,,,
,4567,PÓŁNOCNA,2,dom,,,,,,
,4568,PÓŁNOCNA,4,dom,,,,,,
,4569,PÓŁNOCNA,5,dom,,,,,,
,4570,PÓŁNOCNA,6,dom,,,,,,
,4571,PÓŁNOCNA,7,dom,,,,,,
,4572,PÓŁNOCNA,9,dom,,,,,,
,4573,PÓŁNOCNA,11 A,dom,,,,,,
,4574,PÓŁNOCNA,12,dom,,,,,,
,4575,PÓŁNOCNA,14,dom,,,,,,
,4576,PROFESORSKA,17,plebania kościoła p.w. św. Brygidy,,,,,,
,4577,PROFESORSKA,17,d. zbrojownia ob. drugi budynek plebani,,,,,,
,4578,PROMIENISTA,1,dom,,,,,,
,4579,PROMIENISTA,3,dom,,,,,,
,4580,PROMIENISTA,5,dom,,,,,,
,4581,PROMIENISTA,5 A,dom,,,,,,
,4582,PROMIENISTA,7,dom,,,,,,
,4583,PROMIENISTA,7 A,dom,,,,,,
,4584,PROMIENISTA,9,dom,,,,,,
,4585,PRÓŻNA,2,dom,,,,,,
,4586,PRÓŻNA,3/5,dom,,,,,,
,4587,PRUSA Bolesława,1,dom,,,,,,
,4588,PRUSA Bolesława,2,dom,,,,,,
,4589,PRUSA Bolesława,3,dom,,,,,,
,4590,PRUSA Bolesława,4,dom,,,,,,
,4591,PRUSA Bolesława,5,dom,,,,,,
,4592,PRUSA Bolesława,6,dom,,,,,,
,4593,PRUSA Bolesława,7,dom,,,,,,
,4594,PRUSA Bolesława,8,dom,,,,,,
,4595,PRUSA Bolesława,9,dom,,,,,,
,4596,PRUSA Bolesława,10,dom,,,,,,
,4597,PRUSA Bolesława,11,dom,,,,,,
,4598,PRUSA Bolesława,12,dom,,,,,,
,4599,PRUSA Bolesława,13,dom,,,,,,
,4600,PRUSA Bolesława,14,dom,,,,,,
,4601,PRUSA Bolesława,15,dom,,,,,,
,4602,PRUSA Bolesława,16,dom,,,,,,
,4603,PRUSA Bolesława,17,dom,,,,,,
,4604,PRUSA Bolesława,18,dom,,,,,,
,4605,PRUSA Bolesława,19,dom,,,,,,
,4606,PRUSA Bolesława,20,dom,,,,,,
,4607,PRUSA Bolesława,21,dom,,,,,,
,4608,PRUSA Bolesława,22,dom,,,,,,
,4609,PRUSA Bolesława,23,dom,,,,,,
,4610,PRUSA Bolesława,24,dom,,,,,,
,4611,PRUSA Bolesława,25,dom,,,,,,
,4612,PRUSA Bolesława,26,dom,,,,,,
,4613,PRZEBIŚNIEGOWA,3,dom,,,,,,
,4614,PRZEBIŚNIEGOWA,5,dom,,,,,,
,4615,PRZEGALIŃSKA,20,dom,,,,,,
,4616,PRZEGALIŃSKA,29,"zespół zagrody w Sobieszewskiej Pastwie, 3 budynki",,,,,,
,4617,PRZEGALIŃSKA,45,zespół zagrody w Sobieszewskiej Pastwie: drugi budynek,,,,,,
,4618,PRZEGALIŃSKA,49 A,"zespół zagrody ""bauera""",,,,,,
,4619,PRZEGALIŃSKA ,55/57,"d. Sobieszewska Pastwa 4, zespół zagrody ""bauera"" :",191,,,,,
,4620,PRZEGALIŃSKA,60,zespół śluzy komorowej w Przegalinie Płn na rzece Martwa Wisła,1645,,,,,
,4621,PRZEGALIŃSKA,63,zespół zagrody: 2 budynki,,,,,,
,4622,PRZEGALIŃSKA,65,dom,,,,,,
,4623,PRZEGALIŃSKA,75,zespół zagrody: 2 budynki,,,,,,
,4624,PRZEGALIŃSKA,81/83,"d. Sobieszewska Pastwa 8, zagroda: budynek mieszkalny i gospodarczy ",190,,,,,
,4625,PRZEGALIŃSKA,95,dom,,,,,,
,4626,PRZEGALIŃSKA,119,dom,,,,,,
,4627,PRZEGALIŃSKA,123,dom,,,,,,
,4628,PRZEGALIŃSKA,129,zagroda 3 budynki,,,,,,
,4629,PRZEGALIŃSKA,131,dom,,,,,,
,4630,PRZEGALIŃSKA,135,dom,,,,,,
,4631,PRZEGALIŃSKA,139,zagroda 2 budynki,,,,,,
,4632,PRZEGALIŃSKA,143,zagroda,,,,,,
,4633,PRZEGALIŃSKA,151,zagroda i 2 budynki,,,,,,
,4634,PRZEGALIŃSKA,153,zagroda i 2 budynki,,,,,,
,4635,PRZEGALIŃSKA,155,zagroda i 2 budynki,,,,,,
,4636,PRZEGALIŃSKA,159,zagroda 4 budynki,,,,,,
,4637,PRZEGALIŃSKA,161,dom,,,,,,
,4638,PRZEGALIŃSKA,163 A,zagroda,,,,,,
,4639,PRZEŁOM,1,dom-tzw Kommisionhaus,1659,,,,,
,4640,PRZEŁOM,2,dom,,,,,,
,4641,PRZEŁOM,3,dom,,,,,,
,4642,PRZEŁOM,5,dom,,,,,,
,4643,PRZEŁOM,5 k.,dom,,,,,,
,4644,PRZEŁOM,11,dom,,,,,,
,4645,PRZEŁOM,13,dom,,,,,,
,4646,PRZEŁOM,15,dom,,,,,,
,4647,PRZEŁOM,15,dom,,,,,,
,4648,PRZEŁOM,15 A,dom,,,,,,
,4649,PRZEŁOM,11-15 A,dom,,,,,,
,4650,PRZEŁOM,12-14,dom,,,,,,
,4651,PRZEMYSŁOWA,4,kapitanat portu,,,,,,
,4652,PRZEMYSŁOWA,6 A,latarnia morska,1797,,,,,
,4653,PRZEMYSŁOWA,26,Bateria Portowa[WOC],,,,,,
,4654,PRZETOCZNA,1,dom,,,,,,
,4655,PRZETOCZNA,1 A,dom,,,,,,
,4656,PRZETOCZNA,1 B,dom,,,,,,
,4657,PRZETOCZNA,5 A,dom,,,,,,
,4658,PRZETOCZNA,5 B,dom,,,,,,
,4659,PRZĘDZALNICZA,6r.,dom,,,,,,
,4660,PRZY TORZE,1,dom,,,,,,
,4661,PRZY TORZE,2,dom,,,,,,
,4662,PRZY TORZE,3,dom,,,,,,
,4663,PRZY TORZE,3A,oficyna,,,,,,
,4664,PRZY TORZE,4,dom,,,,,,
,4665,PRZY TORZE,5,dom,,,,,,
,4666,PRZY TORZE,6,dom,,,,,,
,4667,PRZY TORZE,7A,dom,,,,,,
,4668,PRZY TORZE,7BC,budynek gosp.,,,,,,
,4669,PRZY TORZE,7D,dom,,,,,,
,4670,PRZY TORZE,8,dom,,,,,,
,4671,PRZY TORZE,8A,budynek gosp.,,,,,,
,4672,PRZY TORZE,8B,budynek gosp.,,,,,,
,4673,PRZY TORZE,8C,budynek gosp.,,,,,,
,4674,PRZY TORZE,8D,budynek gosp.,,,,,,
,4675,PRZY TORZE,8E,budynek gosp.,,,,,,
,4676,PRZY TORZE,9A,dom,,,,,,
,4677,PRZY TORZE,9B,budynek gospodarczy,,,,,,
,4678,PRZY TORZE,13,dom,,,,,,
,4679,PRZY TORZE,14,dom,,,,,,
,4680,PRZY TORZE,16,dom,,,,,,
,4681,PRZY TORZE,16 pod,budynek gospodarczy,,,,,,
,4682,PRZY TORZE,17,dom,,,,,,
,4683,PRZY TORZE,17 pod,budynek gospodarczy,,,,,,
,4684,PRZY TORZE,18,dom,,,,,,
,4685,PRZY TORZE,19,dom,,,,,,
,4686,PRZY TORZE,21,dom,,,,,,
,4687,PRZY TORZE,21 pod,budynek gospodarczy,,,,,,
,4688,PRZY TORZE,22,dom,,,,,,
,4689,PRZY TORZE,22 pod,budynek gospodarczy,,,,,,
,4690,PRZYBRZEŻNA,3B,dom,,,,,,
,4691,PRZYBRZEŻNA,3C,budynek gospodarczy,,,,,,
,4692,PRZYBRZEŻNA,11A,dom,,,,,,
,4693,PRZYBRZEŻNA,12,dom,,,,,,
,4694,PRZYBRZEŻNA,14,dom,,,,,,
,4695,PRZYBRZEŻNA,14 pod,budynek gospodarczy,,,,,,
,4696,PRZYBRZEŻNA,15,dom,,,,,,
,4697,PRZYBRZEŻNA,16,dom,,,,,,
,4698,PRZYBRZEŻNA,17,dom,,,,,,
,4699,PRZYBRZEŻNA,19,dom,,,,,,
,4700,PRZYBRZEŻNA,20,dom,,,,,,
,4701,PRZYBRZEŻNA,22,dom,,,,,,
,4702,PRZYBRZEŻNA,24,dom,,,,,,
,4703,PRZYBRZEŻNA,25,dom,,,,,,
,4704,PRZYBRZEŻNA,26c,dom,,,,,,
,4705,PRZYBRZEŻNA,26e,budynek gospodarczy,,,,,,
,4706,PRZYBRZEŻNA,26f,budynek gospodarczy,,,,,,
,4707,PRZYBRZEŻNA,26f pod,budynek gospodarczy,,,,,,
,4708,PRZYBRZEŻNA,28,dom,,,,,,
,4709,PRZYJEMNA,1/3/5,dom,,,,,,
,4710,PRZYJEMNA,7,dom,,,,,,
,4711,PRZYOKOPOWA,1,dom,,,,,,
,4712,PRZYOKOPOWA,2,dom,,,,,,
,4713,PRZYOKOPOWA,3,dom,,,,,,
,4714,PRZYOKOPOWA,4,dom,,,,,,
,4715,PRZYOKOPOWA,5,dom,,,,,,
,4716,PRZYOKOPOWA,7,dom,,,,,,
,4717,PRZYOKOPOWA,8,dom,,,,,,
,4718,PTASIA,2,dom,,,,,,
,4719,PTASIA,4,dom,,,,,,
,4720,PUŁASKIEGO Kazimierza,2,dom,,,,,,
,4721,PUŁASKIEGO Kazimierza,3,dom,,,,,,
,4722,PUŁASKIEGO Kazimierza,7,dom,,,,,,
,4723,PUŁASKIEGO Kazimierza,8,dom,,,,,,
,4724,PUŁASKIEGO Kazimierza,9,dom,,,,,,
,4725,PUŁASKIEGO Kazimierza,10,dom,,,,,,
,4726,PUŁASKIEGO Kazimierza,11,dom,,,,,,
,4727,PUŁASKIEGO Kazimierza,12 A,dom,,,,,,
,4728,PUŁASKIEGO Kazimierza,13,dom,,,,,,
,4729,PUŁASKIEGO Kazimierza,14,dom,,,,,,
,4730,PUŁASKIEGO Kazimierza,14 A,dom,,,,,,
,4731,PUŁASKIEGO Kazimierza,16,dom,,,,,,
,4732,PUŁASKIEGO Kazimierza,17,dom,,,,,,
,4733,PUSZKINA Aleksandra,1,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,4734,PUSZKINA Aleksandra,2,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,4735,PUSZKINA Aleksandra,3,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,4736,PUSZKINA Aleksandra,4,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,4737,PUSZKINA Aleksandra,5,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,4738,PUSZKINA Aleksandra,6,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,4739,PUSZKINA Aleksandra,7,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,4740,PUSZKINA Aleksandra,8,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,4741,PUSZKINA Aleksandra,9,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,4742,RADNA,2,dom,,,,,,
,4743,RADNA,3,dom,,,,,,
,4744,RADNA,4,dom,,,,,,
,4745,RADUNICKA,1,dom,,,,,,
,4746,RADUNICKA,7,dom,,,,,,
,4747,RADUŃSKA,01,dom,,,,,,
,4748,RADUŃSKA,44,dom,,,,,,
,4749,RADUŃSKA,45,dom,,,,,,
,4750,RADUŃSKA,54,dom,,,,,,
,4751,RADUŃSKA,58,dom,,,,,,
,4752,RADUŃSKA,59,dom,,,,,,
,4753,RAJSKA,2,tzw. Mały Młyn z murem,436,,,,,
,4754,RAJSKA,1,d. Dom Technika (NOT),,,,,,
,4755,RAMUŁTA Stefana,2,dom,,,,,,
,4756,RAMUŁTA Stefana,2,budynek gospodarczy,,,,,,
,4757,RAMUŁTA Stefana,2B,budynek gospodarczy,,,,,,
,4758,RAMUŁTA Stefana,2C,budynek gospodarczy,,,,,,
,4759,RAMUŁTA Stefana,3,dom,,,,,,
,4760,RAMUŁTA Stefana,4/4A,dom,,,,,,
,4761,RAMUŁTA Stefana,5,dom,,,,,,
,4762,RAMUŁTA Stefana,6,dom,,,,,,
,4763,RAMUŁTA Stefana,7,dom,,,,,,
,4764,RAMUŁTA Stefana,8/9,dom,,,,,,
,4765,RAMUŁTA Stefana,10/11,dom,,,,,,
,4766,RAMUŁTA Stefana,12,dom,,,,,,
,4767,REDUTA DZIK,1,Osiedle robotnicze Fundacji dr Abegga,,,,,,
,4768,REDUTA DZIK,2,Osiedle robotnicze Fundacji dr Abegga,,,,,,
,4769,REDUTA DZIK,3,Osiedle robotnicze Fundacji dr Abegga,,,,,,
,4770,REDUTA DZIK,4,Osiedle robotnicze Fundacji dr Abegga,,,,,,
,4771,REDUTA DZIK,5,Osiedle robotnicze Fundacji dr Abegga,,,,,,
,4772,REDUTA DZIK,6,Osiedle robotnicze Fundacji dr Abegga,,,,,,
,4773,REDUTA DZIK,7,Osiedle robotnicze Fundacji dr Abegga,,,,,,
,4774,REDUTA MIŚ,3,"d. zespół szpitala, pralnia",,,,,,
,4775,REDUTA MIŚ,4,d. Królewska Fabryka Broni,,,,,,
,4776,REDUTA MIŚ,5/7,"d. zespół szpitala , Nowy Dom Sierot ",,,,,,
,4777,REDUTA WYSKOK,02,"budynek mieszkalny, ruina",554,,,,,
,4778,REDUTA WYSKOK,06 A B,dom,,,,,,
,4779,REDUTA WYSKOK,12,dom,,,,,,
,4780,REDUTA ŻBIK,7,dom,,,,,,
,4781,REFORMACKA,14,dom,,,,,,
,4782,REFORMACKA,6,dom,,,,,,
,4783,REFORMACKA,5,dom,,,,,,
,4784,REJA Mikolaja,16,dom,,,,,,
,4785,REJTANA Tadeusza,1 A,dom,,,,,,
,4786,REJTANA Tadeusza,1 B,dom,,,,,,
,4787,REJTANA Tadeusza,1 C,dom,,,,,,
,4788,REJTANA Tadeusza,2 A,dom,,,,,,
,4789,REJTANA Tadeusza,2 B,dom,,,,,,
,4790,REJTANA Tadeusza,2 C,dom,,,,,,
,4791,REJTANA Tadeusza,6,dom,,,,,,
,4792,REJTANA Tadeusza,7,dom,,,,,,
,4793,REJTANA Tadeusza,8,dom,,,,,,
,4794,REJTANA Tadeusza,10 pod,dom,,,,,,
,4795,REJTANA Tadeusza,12,dom,,,,,,
,4796,REJTANA Tadeusza,13,dom,,,,,,
,4797,REJTANA Tadeusza,15/16,dom,,,,,,
,4798,REJTANA Tadeusza,15/16 pod,dom,,,, ,,
,4799,REJTANA Tadeusza,18,dom,,,,,,
,4800,REJTANA Tadeusza,20,dom,,,,,,
,4801,Relikty Fortyfikacji Nadrzeżnej,,stanowisko baterii wydmowej,,,,,,
,4802,Relikty Fortyfikacji Nadrzeżnej,,stanowisko baterii wydmowej,,,,,,
,4803,Relikty Fortyfikacji Nadrzeżnej,,stanowisko baterii leśnej,,,,,,
,4804,Relikty Fortyfikacji Nadrzeżnej,,stanowiska 25 Baterii Artylerii Stałej nr 1 w  karcie,,,,,,
,4805,Relikty Fortyfikacji Nadrzeżnej,,stanowiska 25 Baterii Artylerii Stałej nr 2 w karcie,,,,,,
,4806,Relikty Fortyfikacji Nadrzeżnej,,stanowiska 25 Baterii Artylerii Stałej  nr 3 do 7 w karcie,,,,,,
,4807,Relikty Fortyfikacji Nadrzeżnej,,relikty tzw. baterii wiejskiej,,,,,,
,4808,Relikty Fortyfikacji Nadrzeżnej,,relikty tzw. baterii wiejskiej,,,,,,
,4809,REYMONTA Władysława,1,dom,,,,,,
,4810,REYMONTA Władysława,2,dom,,,,,,
,4811,REYMONTA Władysława,3,dom,,,,,,
,4812,REYMONTA Władysława,4,dom,,,,,,
,4813,REYMONTA Władysława,5,dom,,,,,,
,4814,REYMONTA Władysława,6,dom,,,,,,
,4815,REYMONTA Władysława,7,dom,,,,,,
,4816,REYMONTA Władysława,8,dom,,,,,,
,4817,REYMONTA Władysława,9,dom,,,,,,
,4818,REYMONTA Władysława,10,dom,,,,,,
,4819,REYMONTA Władysława,11,dom,,,,,,
,4820,REYMONTA Władysława,12,dom,,,,,,
,4821,REYMONTA Władysława,13,dom,,,,,,
,4822,REYMONTA Władysława,14,dom,,,,,,
,4823,REYMONTA Władysława,16,dom,,,,,,
,4824,REYMONTA Władysława,18,dom,,,,,,
,4825,REYMONTA Władysława,20,dom,,,,,,
,4826,REYMONTA Władysława,22,dom,,,,,,
,4827,REYMONTA Władysława,24,dom,,,,,,
,4828,ROBOTNICZA,1,dom,,,,,,
,4829,ROBOTNICZA,8,dom,,,,,,
,4830,ROBOTNICZA,9,dom,,,,,,
,4831,ROBOTNICZA,10,dom,,,,,,
,4832,ROBOTNICZA,11 A,dom,,,,,,
,4833,ROBOTNICZA,11 B,budynek gospodarczy,,,,,,
